inc_id,off_id,off_gender2,off_race2,off_age,off_yos,off_cohort,inc_off_count,off_uof_count,inc_coh_homophily_ratio,off_race,off_gender
UF19-0772,3229,Male,Hispanic,25,1,122nd,8,3,.625,4,0
UF19-0772,3237,Male,Hispanic,28,1,122nd,8,6,.625,4,0
UF19-0772,3286,Female,White,37,1,123rd,8,6,.625,5,1
UF19-0772,3384,Male,Hispanic,30,0,125th,8,1,.625,4,0
UF19-0773,1423,Male,White,53,29,81st,3,1,0,5,0
UF19-0773,2047,Female,Hispanic,50,20,97th,3,8,0,4,1
UF19-0773,2087,Male,Hispanic,43,19,98th,3,3,0,4,0
UF19-0774,2775,Male,Hispanic,40,11,111th,4,5,0,4,0
UF19-0774,3060,Male,Alaskan Native/Native American,25,3,119th,4,11,0,1,0
UF19-0774,3214,Male,Hispanic,30,1,122nd,4,3,0,4,0
UF19-0774,2132,Male,Hispanic,42,19,98th,4,1,0,4,0
UF19-0775,2180,Male,Hispanic,42,18,100th,2,2,0,4,0
UF19-0775,1571,Male,Hispanic,49,26,86th,2,2,0,4,0
UF19-0779,2234,Female,Hispanic,44,18,101st,4,1,0,4,1
UF19-0779,2423,Male,Hispanic,42,15,104th,4,5,0,4,0
UF19-0779,2882,Male,Hispanic,35,7,114th,4,6,0,4,0
UF19-0779,3173,Male,Hispanic,30,1,122nd,4,7,0,4,0
UF19-0782,2616,Male,Hispanic,37,12,109th,3,7,0,4,0
UF19-0782,2962,Male,White,36,6,116th,3,8,0,5,0
UF19-0782,3080,Female,Hispanic,34,3,119th,3,3,0,4,1
UF19-0784,2858,Male,Hispanic,35,7,114th,2,1,1,4,0
UF19-0784,2864,Female,Hispanic,34,7,114th,2,1,1,4,1
UF19-0785,3062,Female,Hispanic,27,3,119th,2,3,0,4,1
UF19-0785,3155,Male,White,26,2,121st,2,6,0,5,0
UF19-0786,2845,Male,Hispanic,30,8,113th,2,3,0,4,0
UF19-0786,3148,Female,Hispanic,35,2,121st,2,3,0,4,1
UF19-0787,3014,Male,White,28,4,118th,4,6,0,5,0
UF19-0787,3285,Female,Hispanic,37,1,123rd,4,2,0,4,1
UF19-0787,3421,Male,Hispanic,26,0,125th,4,1,0,4,0
UF19-0787,2018,Male,Hispanic,51,20,97th,4,1,0,4,0
UF19-0789,3242,Female,Hispanic,25,1,123rd,2,1,1,4,1
UF19-0789,3262,Male,Hispanic,24,1,123rd,2,7,1,4,0
UF19-0790,3106,Male,Hispanic,28,2,120th,3,10,.66666669,4,0
UF19-0790,3187,Male,Hispanic,27,1,122nd,3,6,.66666669,4,0
UF19-0790,3185,Male,Black,26,1,122nd,3,7,.66666669,3,0
UF19-0795,3126,Male,Hispanic,25,2,121st,3,26,1,4,0
UF19-0795,3152,Male,Hispanic,28,2,121st,3,15,1,4,0
UF19-0795,3150,Male,Hispanic,28,2,121st,3,11,1,4,0
UF19-0796,2311,Male,Hispanic,43,17,102nd,2,1,0,4,0
UF19-0796,3129,Female,White,25,2,121st,2,14,0,5,1
UF19-0797,2617,Male,Hispanic,38,12,109th,4,5,0,4,0
UF19-0797,3042,Male,Hispanic,36,3,119th,4,13,0,4,0
UF19-0797,3177,Male,Hispanic,29,1,122nd,4,4,0,4,0
UF19-0797,3262,Male,Hispanic,24,1,123rd,4,7,0,4,0
UF19-0800,3062,Female,Hispanic,27,3,119th,2,3,0,4,1
UF19-0800,3283,Male,Hispanic,27,1,123rd,2,2,0,4,0
UF19-0802,2714,Male,White,42,12,10-Lateral,2,3,0,5,0
UF19-0802,3280,Male,Black,27,1,123rd,2,2,0,3,0
UF19-0803,2997,Male,Hispanic,30,4,118th,2,2,0,4,0
UF19-0803,3125,Male,Hispanic,29,2,121st,2,5,0,4,0
UF19-0804,3244,Female,Hispanic,27,1,123rd,2,1,1,4,1
UF19-0804,3275,Female,White,25,1,123rd,2,4,1,5,1
UF19-0805,3223,Male,Hispanic,37,1,122nd,2,14,1,4,0
UF19-0805,3205,Male,Hispanic,32,1,122nd,2,20,1,4,0
UF19-0807,3063,Male,Hispanic,32,3,119th,3,12,.66666669,4,0
UF19-0807,3129,Female,White,25,2,121st,3,14,.66666669,5,1
UF19-0807,3152,Male,Hispanic,28,2,121st,3,15,.66666669,4,0
UF19-0812,2535,Male,White,35,13,107th,3,4,0,5,0
UF19-0812,3051,Male,Hispanic,26,3,119th,3,6,0,4,0
UF19-0812,2047,Female,Hispanic,50,20,97th,3,8,0,4,1
UF19-0813,3266,Female,Hispanic,25,1,123rd,2,2,0,4,1
UF19-0813,2681,Male,Hispanic,47,12,8th Lateral Class,2,3,0,4,0
UF19-0814,3053,Male,Hispanic,34,3,119th,3,8,.66666669,4,0
UF19-0814,3262,Male,Hispanic,24,1,123rd,3,7,.66666669,4,0
UF19-0814,3287,Male,Hispanic,24,1,123rd,3,2,.66666669,4,0
UF19-0816,2882,Male,Hispanic,35,7,114th,4,6,0,4,0
UF19-0816,2943,Male,Hispanic,35,6,116th,4,4,0,4,0
UF19-0816,3102,Male,Hispanic,28,2,120th,4,14,0,4,0
UF19-0816,3238,Male,Hispanic,22,1,122nd,4,8,0,4,0
UF19-0818,1584,Male,Hispanic,52,26,86th,3,1,0,4,0
UF19-0818,1837,Male,Hispanic,50,22,93rd,3,3,0,4,0
UF19-0818,2070,Male,Hispanic,44,19,98th,3,2,0,4,0
UF19-0820,3030,Male,Hispanic,26,4,118th,2,16,0,4,0
UF19-0820,3124,Male,Hispanic,26,2,121st,2,13,0,4,0
UF19-0821,2890,Male,Hispanic,29,6,115th,2,6,0,4,0
UF19-0821,2994,Male,Hispanic,40,4,118th,2,4,0,4,0
UF19-0824,2415,Male,Hispanic,39,15,104th,2,1,0,4,0
UF19-0824,3010,Male,Hispanic,32,4,118th,2,2,0,4,0
UF19-0826,2670,Male,White,37,12,109th,2,19,0,5,0
UF19-0826,3288,Male,Hispanic,26,1,123rd,2,3,0,4,0
UF19-0827,2250,Male,Hispanic,57,18,101st,2,2,0,4,0
UF19-0827,1474,Male,Hispanic,56,27,83rd,2,1,0,4,0
UF19-0828,3060,Male,Alaskan Native/Native American,25,3,119th,4,11,.5,1,0
UF19-0828,3307,Male,White,24,0,124th,4,1,.5,5,0
UF19-0828,3408,Male,Hispanic,42,0,125th,4,1,.5,4,0
UF19-0828,3373,Male,Hispanic,24,0,125th,4,1,.5,4,0
UF19-0829,2671,Male,Hispanic,42,12,109th,4,11,.5,4,0
UF19-0829,3166,Male,Hispanic,27,2,121st,4,5,.5,4,0
UF19-0829,3223,Male,Hispanic,37,1,122nd,4,14,.5,4,0
UF19-0829,3205,Male,Hispanic,32,1,122nd,4,20,.5,4,0
UF19-0831,3008,Male,Hispanic,31,1,118th,2,2,0,4,0
UF19-0831,3205,Male,Hispanic,32,1,122nd,2,20,0,4,0
UF19-0832,2660,Male,White,34,12,109th,3,3,.66666669,5,0
UF19-0832,3223,Male,Hispanic,37,1,122nd,3,14,.66666669,4,0
UF19-0832,3205,Male,Hispanic,32,1,122nd,3,20,.66666669,4,0
UF19-0833,3133,Male,Hispanic,40,2,121st,2,5,0,4,0
UF19-0833,3246,Male,Hispanic,23,1,123rd,2,6,0,4,0
UF19-0836,2740,Female,Hispanic,36,11,111th,2,1,0,4,1
UF19-0836,2007,Male,Hispanic,55,20,97th,2,1,0,4,0
UF19-0839,3036,Female,White,34,4,118th,3,2,0,5,1
UF19-0839,3214,Male,Hispanic,30,1,122nd,3,3,0,4,0
UF19-0839,1886,Male,White,58,22,94th,3,2,0,5,0
UF19-0841,2750,Male,Hispanic,37,11,111th,2,2,0,4,0
UF19-0841,3125,Male,Hispanic,29,2,121st,2,5,0,4,0
UF19-0842,3193,Male,Hispanic,42,1,122nd,2,5,0,4,0
UF19-0842,3276,Female,Hispanic,28,1,123rd,2,2,0,4,1
UF19-0843,2845,Male,Hispanic,30,8,113th,3,3,0,4,0
UF19-0843,3087,Male,Hispanic,27,3,120th,3,4,0,4,0
UF19-0843,3443,Male,Hispanic,22,0,125th,3,1,0,4,0
UF19-0844,3030,Male,Hispanic,26,4,118th,2,16,0,4,0
UF19-0844,2107,Male,Asian/Pacific Islander,53,19,98th,2,4,0,2,0
UF19-0846,3122,Male,Hispanic,30,2,121st,4,6,.5,4,0
UF19-0846,3124,Male,Hispanic,26,2,121st,4,13,.5,4,0
UF19-0846,3232,Male,Hispanic,36,1,122nd,4,11,.5,4,0
UF19-0846,3263,Female,Hispanic,22,1,123rd,4,3,.5,4,1
UF19-0849,3119,Male,White,25,2,120th,2,7,0,5,0
UF19-0849,3156,Male,Hispanic,24,2,121st,2,8,0,4,0
UF19-0850,2508,Male,Hispanic,38,14,106th,5,3,.40000001,4,0
UF19-0850,2869,Male,White,32,7,114th,5,2,.40000001,5,0
UF19-0850,2975,Male,Hispanic,28,5,117th,5,3,.40000001,4,0
UF19-0850,2989,Male,White,30,5,117th,5,2,.40000001,5,0
UF19-0850,3097,Male,White,30,2,120th,5,8,.40000001,5,0
UF19-0851,2346,Male,Hispanic,39,17,102nd,4,2,.5,4,0
UF19-0851,3002,Male,Black,30,4,118th,4,5,.5,3,0
UF19-0851,3217,Male,Hispanic,38,1,122nd,4,5,.5,4,0
UF19-0851,3204,Male,Hispanic,42,1,122nd,4,3,.5,4,0
UF19-0852,2963,Female,Hispanic,46,6,116th,4,2,.5,4,1
UF19-0852,3060,Male,Alaskan Native/Native American,25,3,119th,4,11,.5,1,0
UF19-0852,3168,Male,Hispanic,31,1,122nd,4,13,.5,4,0
UF19-0852,3179,Male,White,27,1,122nd,4,4,.5,5,0
UF19-0853,3205,Male,Hispanic,32,1,122nd,2,20,1,4,0
UF19-0853,3223,Male,Hispanic,37,1,122nd,2,14,1,4,0
UF19-0854,2252,Male,Hispanic,52,18,101st,2,2,0,4,0
UF19-0854,3121,Male,Hispanic,30,2,121st,2,8,0,4,0
UF19-0856,2287,Male,Hispanic,43,17,102nd,4,1,.75,4,0
UF19-0856,3166,Male,Hispanic,27,2,121st,4,5,.75,4,0
UF19-0856,3149,Male,Hispanic,33,2,121st,4,4,.75,4,0
UF19-0856,3163,Male,Hispanic,32,2,121st,4,8,.75,4,0
UF19-0858,3063,Male,Hispanic,32,3,119th,3,12,0,4,0
UF19-0858,2014,Male,Hispanic,44,20,97th,3,1,0,4,0
UF19-0858,2071,Male,Hispanic,46,19,98th,3,2,0,4,0
UF19-0863,2969,Male,Hispanic,30,5,117th,2,5,0,4,0
UF19-0863,3147,Female,Hispanic,41,2,121st,2,3,0,4,1
UF19-0864,2774,Male,Hispanic,40,11,111th,2,4,0,4,0
UF19-0864,3129,Female,White,25,2,121st,2,14,0,5,1
UF19-0869,2928,Male,White,28,6,116th,4,15,0,5,0
UF19-0869,2978,Male,Hispanic,29,5,117th,4,16,0,4,0
UF19-0869,3042,Male,Hispanic,36,3,119th,4,13,0,4,0
UF19-0869,3232,Male,Hispanic,36,1,122nd,4,11,0,4,0
UF19-0870,3070,Male,Hispanic,29,3,119th,4,9,.5,4,0
UF19-0870,3048,Female,Hispanic,34,3,119th,4,12,.5,4,1
UF19-0870,3133,Male,Hispanic,40,2,121st,4,5,.5,4,0
UF19-0870,3275,Female,White,25,1,123rd,4,4,.5,5,1
UF19-0871,2239,Male,Hispanic,56,18,101st,2,9,0,4,0
UF19-0871,2910,Male,White,31,7,115th,2,9,0,5,0
UF19-0873,3068,Male,Hispanic,40,3,119th,4,9,.5,4,0
UF19-0873,3099,Male,Hispanic,32,3,120th,4,6,.5,4,0
UF19-0873,3219,Male,White,39,1,122nd,4,8,.5,5,0
UF19-0873,3174,Male,Hispanic,26,1,122nd,4,4,.5,4,0
UF19-0875,2551,Male,Hispanic,38,13,108th,2,4,0,4,0
UF19-0875,2855,Male,Hispanic,34,8,16th-Lateral,2,5,0,4,0
UF19-0876,2569,Male,Hispanic,42,13,108th,9,9,0,4,0
UF19-0876,2779,Male,White,41,11,111th,9,4,0,5,0
UF19-0876,2870,Male,Hispanic,29,7,114th,9,4,0,4,0
UF19-0876,2910,Male,White,32,7,115th,9,9,0,5,0
UF19-0876,3013,Female,Hispanic,28,4,118th,9,2,0,4,1
UF19-0876,3070,Male,Hispanic,29,3,119th,9,9,0,4,0
UF19-0876,3275,Female,White,25,1,123rd,9,4,0,5,1
UF19-0876,1965,Male,Hispanic,48,21,96th,9,2,0,4,0
UF19-0876,2039,Male,Hispanic,45,20,97th,9,3,0,4,0
UF19-0877,2420,Male,White,40,15,104th,5,1,0,5,0
UF19-0877,2731,Male,Hispanic,35,11,111th,5,1,0,4,0
UF19-0877,3230,Male,Hispanic,24,1,122nd,5,12,0,4,0
UF19-0877,2784,Male,Hispanic,45,11,13th Lateral,5,2,0,4,0
UF19-0877,2156,Male,Hispanic,48,19,99th,5,2,0,4,0
UF19-0881,2522,Male,Hispanic,36,13,107th,2,4,0,4,0
UF19-0881,2779,Male,White,41,11,111th,2,4,0,5,0
UF19-0883,3204,Male,Hispanic,42,1,122nd,2,3,1,4,0
UF19-0883,3238,Male,Hispanic,23,1,122nd,2,8,1,4,0
UF19-0884,2809,Male,White,37,11,112th,5,4,0,5,0
UF19-0884,2980,Female,Hispanic,39,5,117th,5,6,0,4,1
UF19-0884,3060,Male,Alaskan Native/Native American,26,3,119th,5,11,0,1,0
UF19-0884,3149,Male,Hispanic,33,2,121st,5,4,0,4,0
UF19-0884,3286,Female,White,37,1,123rd,5,6,0,5,1
UF19-0885,2926,Male,Hispanic,39,7,115th,3,1,.66666669,4,0
UF19-0885,3059,Male,Hispanic,41,3,119th,3,3,.66666669,4,0
UF19-0885,3078,Male,Hispanic,26,3,119th,3,3,.66666669,4,0
UF19-0886,2962,Male,White,36,6,116th,2,8,0,5,0
UF19-0886,3118,Male,White,37,3,120th,2,7,0,5,0
UF19-0888,3286,Female,White,37,1,123rd,2,6,1,5,1
UF19-0888,3245,Female,Hispanic,31,1,123rd,2,1,1,4,1
UF19-0889,3093,Male,Hispanic,27,2,120th,3,5,0,4,0
UF19-0889,3155,Male,White,26,2,121st,3,6,0,5,0
UF19-0889,3200,Male,White,27,1,122nd,3,11,0,5,0
UF19-0890,3118,Male,White,37,3,120th,2,7,1,5,0
UF19-0890,3114,Male,Hispanic,27,3,120th,2,6,1,4,0
UF19-0892,2220,Male,White,41,18,100th,2,3,0,5,0
UF19-0892,2285,Male,Hispanic,46,17,102nd,2,11,0,4,0
UF19-0894,3133,Male,Hispanic,40,2,121st,2,5,0,4,0
UF19-0894,3347,Male,Hispanic,30,0,124th,2,2,0,4,0
UF19-0896,2272,Male,Hispanic,44,18,101st,2,3,0,4,0
UF19-0896,1698,Male,Hispanic,54,25,89th,2,1,0,4,0
UF19-0897,3048,Female,Hispanic,34,3,119th,2,12,1,4,1
UF19-0897,3070,Male,Hispanic,29,3,119th,2,9,1,4,0
UF19-0898,2969,Male,Hispanic,30,5,117th,2,5,0,4,0
UF19-0898,1600,Male,Hispanic,51,25,87th,2,11,0,4,0
UF19-0899,2799,Male,Hispanic,46,10,112th,4,2,0,4,0
UF19-0899,2882,Male,Hispanic,35,7,114th,4,6,0,4,0
UF19-0899,2938,Male,Hispanic,48,6,116th,4,6,0,4,0
UF19-0899,3173,Male,Hispanic,30,1,122nd,4,7,0,4,0
UF19-0900,3208,Male,White,32,1,122nd,3,4,.66666669,5,0
UF19-0900,3237,Male,Hispanic,28,1,122nd,3,6,.66666669,4,0
UF19-0900,3286,Female,White,37,1,123rd,3,6,.66666669,5,1
UF19-0901,3022,Male,Hispanic,42,4,118th,3,3,0,4,0
UF19-0901,3141,Female,Asian/Pacific Islander,29,2,121st,3,2,0,2,1
UF19-0901,3239,Male,Hispanic,31,1,122nd,3,4,0,4,0
UF19-0902,2522,Male,Hispanic,36,13,107th,2,4,0,4,0
UF19-0902,2602,Male,Hispanic,49,13,109th,2,2,0,4,0
UF19-0903,2767,Male,Hispanic,53,11,111th,4,3,.5,4,0
UF19-0903,3262,Male,Hispanic,24,1,123rd,4,7,.5,4,0
UF19-0903,3266,Female,Hispanic,25,1,123rd,4,2,.5,4,1
UF19-0903,2015,Male,Hispanic,45,20,97th,4,2,.5,4,0
UF19-0906,2417,Male,Hispanic,44,15,104th,4,1,0,4,0
UF19-0906,2735,Male,Hispanic,34,11,111th,4,2,0,4,0
UF19-0906,3230,Male,Hispanic,24,1,122nd,4,12,0,4,0
UF19-0906,1892,Male,Hispanic,48,22,94th,4,2,0,4,0
UF19-0908,3221,Male,Hispanic,26,1,122nd,2,6,1,4,0
UF19-0908,3188,Male,Hispanic,29,1,122nd,2,6,1,4,0
UF19-0909,2730,Male,Hispanic,35,11,111th,5,3,0,4,0
UF19-0909,2882,Male,Hispanic,35,7,114th,5,6,0,4,0
UF19-0909,2980,Female,Hispanic,39,5,117th,5,6,0,4,1
UF19-0909,3144,Male,Hispanic,26,2,121st,5,7,0,4,0
UF19-0909,3243,Male,White,48,1,123rd,5,3,0,5,0
UF19-0910,3216,Male,Hispanic,33,1,122nd,2,5,1,4,0
UF19-0910,3217,Male,Hispanic,38,1,122nd,2,5,1,4,0
UF19-0911,2962,Male,White,36,6,116th,4,8,.5,5,0
UF19-0911,3106,Male,Hispanic,28,3,120th,4,10,.5,4,0
UF19-0911,3187,Male,Hispanic,27,1,122nd,4,6,.5,4,0
UF19-0911,3185,Male,Black,26,1,122nd,4,7,.5,3,0
UF19-0912,2765,Male,Hispanic,36,11,111th,3,4,0,4,0
UF19-0912,2938,Male,Hispanic,48,6,116th,3,6,0,4,0
UF19-0912,3215,Male,Hispanic,28,1,122nd,3,10,0,4,0
UF19-0913,2525,Male,Hispanic,44,13,107th,3,1,0,4,0
UF19-0913,2691,Male,White,37,12,110th,3,6,0,5,0
UF19-0913,2954,Male,Hispanic,34,6,116th,3,3,0,4,0
UF19-0917,2935,Male,Hispanic,33,6,116th,4,3,0,4,0
UF19-0917,3073,Male,Hispanic,33,3,119th,4,4,0,4,0
UF19-0917,3145,Male,Hispanic,31,2,121st,4,10,0,4,0
UF19-0917,2167,Male,Hispanic,44,19,99th,4,2,0,4,0
UF19-0920,3014,Male,White,28,4,118th,3,6,.66666669,5,0
UF19-0920,3174,Male,Hispanic,26,1,122nd,3,4,.66666669,4,0
UF19-0920,3188,Male,Hispanic,29,1,122nd,3,6,.66666669,4,0
UF19-0923,3151,Male,Hispanic,31,2,121st,2,9,1,4,0
UF19-0923,3123,Male,Hispanic,25,2,121st,2,9,1,4,0
UF19-0928,2369,Male,Black,42,16,103rd,4,1,0,3,0
UF19-0928,2586,Male,Hispanic,37,13,108th,4,1,0,4,0
UF19-0928,2954,Male,Hispanic,34,6,116th,4,3,0,4,0
UF19-0928,2969,Male,Hispanic,30,5,117th,4,5,0,4,0
UF19-0930,3041,Male,Hispanic,25,3,119th,2,9,0,4,0
UF19-0930,1840,Male,White,47,22,93rd,2,5,0,5,0
UF19-0932,3016,Male,Hispanic,29,4,118th,2,5,0,4,0
UF19-0932,1840,Male,White,48,22,93rd,2,5,0,5,0
UF19-0935,3030,Male,Hispanic,26,4,118th,2,16,0,4,0
UF19-0935,2072,Female,Hispanic,44,19,98th,2,4,0,4,1
UF19-0936,2300,Male,Hispanic,46,17,102nd,4,3,.5,4,0
UF19-0936,2975,Male,Hispanic,28,5,117th,4,3,.5,4,0
UF19-0936,2989,Male,White,30,5,117th,4,2,.5,5,0
UF19-0936,3097,Male,White,30,2,120th,4,8,.5,5,0
UF19-0937,3119,Male,White,25,3,120th,2,7,0,5,0
UF19-0937,3156,Male,Hispanic,24,2,121st,2,8,0,4,0
UF19-0942,3160,Female,Hispanic,25,2,100th,6,8,.33333334,4,1
UF19-0942,2303,Male,White,57,17,102nd,6,1,.33333334,5,0
UF19-0942,2671,Male,Hispanic,42,12,109th,6,11,.33333334,4,0
UF19-0942,2644,Male,Hispanic,43,12,109th,6,9,.33333334,4,0
UF19-0942,3282,Male,Hispanic,24,1,123rd,6,1,.33333334,4,0
UF19-0942,2093,Male,White,45,19,97th,6,6,.33333334,5,0
UF19-0943,2765,Male,Hispanic,36,11,111th,3,4,.66666669,4,0
UF19-0943,3122,Male,Hispanic,31,2,121st,3,6,.66666669,4,0
UF19-0943,3124,Male,Hispanic,27,2,121st,3,13,.66666669,4,0
UF19-0948,3288,Male,Hispanic,26,1,123rd,2,3,1,4,0
UF19-0948,3263,Female,Hispanic,22,1,123rd,2,3,1,4,1
UF19-0950,3246,Male,Hispanic,23,1,123rd,2,6,0,4,0
UF19-0950,3347,Male,Hispanic,30,0,124th,2,2,0,4,0
UF19-0953,3152,Male,Hispanic,28,2,121st,3,15,0,4,0
UF19-0953,3196,Male,Hispanic,32,1,122nd,3,11,0,4,0
UF19-0953,3249,Male,Hispanic,25,1,123rd,3,4,0,4,0
UF19-0954,2296,Male,Hispanic,62,17,102nd,2,3,0,4,0
UF19-0954,2395,Male,Hispanic,41,16,103rd,2,2,0,4,0
UF19-0956,2617,Male,Hispanic,38,12,109th,2,5,0,4,0
UF19-0956,3053,Male,Hispanic,34,3,119th,2,8,0,4,0
UF19-0957,3094,Male,Hispanic,25,3,120th,2,16,1,4,0
UF19-0957,3106,Male,Hispanic,28,3,120th,2,10,1,4,0
UF19-0961,2285,Male,Hispanic,46,17,102nd,6,11,0,4,0
UF19-0961,2505,Male,Hispanic,43,14,106th,6,12,0,4,0
UF19-0961,2941,Male,White,36,6,116th,6,5,0,5,0
UF19-0961,3008,Male,Hispanic,32,1,118th,6,2,0,4,0
UF19-0961,3048,Female,Hispanic,34,3,119th,6,12,0,4,1
UF19-0961,3091,Female,White,30,3,120th,6,4,0,5,1
UF19-0962,3129,Female,White,25,2,121st,2,14,1,5,1
UF19-0962,3152,Male,Hispanic,28,2,121st,2,15,1,4,0
UF19-0963,3093,Male,Hispanic,27,3,120th,4,5,.5,4,0
UF19-0963,3200,Male,White,27,1,122nd,4,11,.5,5,0
UF19-0963,3169,Male,Hispanic,27,1,122nd,4,4,.5,4,0
UF19-0963,3249,Male,Hispanic,25,1,123rd,4,4,.5,4,0
UF19-0965,3129,Female,White,25,2,121st,2,14,0,5,1
UF19-0965,3196,Male,Hispanic,32,1,122nd,2,11,0,4,0
UF19-0966,3247,Male,White,27,1,123rd,2,1,1,5,0
UF19-0966,3277,Female,Hispanic,26,1,123rd,2,1,1,4,1
UF19-0968,2928,Male,White,28,6,116th,2,15,0,5,0
UF19-0968,2978,Male,Hispanic,29,5,117th,2,16,0,4,0
UF19-0970,3129,Female,White,25,2,121st,4,14,1,5,1
UF19-0970,3121,Male,Hispanic,30,2,121st,4,8,1,4,0
UF19-0970,3181,Male,Hispanic,25,1,122nd,4,7,1,4,0
UF19-0970,3196,Male,Hispanic,32,1,122nd,4,11,1,4,0
UF19-0971,2505,Male,Hispanic,43,14,106th,6,12,.33333334,4,0
UF19-0971,3018,Male,Hispanic,35,4,118th,6,6,.33333334,4,0
UF19-0971,3135,Female,White,26,2,121st,6,7,.33333334,5,1
UF19-0971,3234,Male,Hispanic,25,1,122nd,6,5,.33333334,4,0
UF19-0971,3205,Male,Hispanic,32,1,122nd,6,20,.33333334,4,0
UF19-0971,3246,Male,Hispanic,23,1,123rd,6,6,.33333334,4,0
UF19-0973,2718,Male,Hispanic,34,11,111th,3,2,0,4,0
UF19-0973,3150,Male,Hispanic,28,2,121st,3,11,0,4,0
UF19-0973,3200,Male,White,27,1,122nd,3,11,0,5,0
UF19-0975,2953,Male,Hispanic,30,6,116th,2,7,0,4,0
UF19-0975,3115,Male,Black,39,3,120th,2,1,0,3,0
UF19-0977,2212,Male,Hispanic,51,18,100th,3,4,0,4,0
UF19-0977,2461,Male,White,41,14,105th,3,5,0,5,0
UF19-0977,3164,Male,Hispanic,29,2,121st,3,13,0,4,0
UF19-0978,2618,Male,Hispanic,55,12,109th,5,1,.60000002,4,0
UF19-0978,3163,Male,Hispanic,32,2,121st,5,8,.60000002,4,0
UF19-0978,3131,Female,Hispanic,32,3,121st,5,5,.60000002,4,1
UF19-0978,3166,Male,Hispanic,27,3,121st,5,5,.60000002,4,0
UF19-0978,3204,Male,Hispanic,43,1,122nd,5,3,.60000002,4,0
UF19-0983,2569,Male,Hispanic,42,13,108th,2,9,0,4,0
UF19-0983,1421,Male,Hispanic,53,29,81st,2,3,0,4,0
UF19-0985,2551,Male,Hispanic,38,13,108th,2,4,0,4,0
UF19-0985,3003,Male,Hispanic,30,4,118th,2,3,0,4,0
UF19-0987,2714,Male,White,42,12,10-Lateral,5,3,.40000001,5,0
UF19-0987,2360,Male,White,39,17,102nd,5,2,.40000001,5,0
UF19-0987,3099,Male,Hispanic,32,3,120th,5,6,.40000001,4,0
UF19-0987,3219,Male,White,38,1,122nd,5,8,.40000001,5,0
UF19-0987,3174,Male,Hispanic,26,1,122nd,5,4,.40000001,4,0
UF19-0988,2457,Male,Hispanic,45,14,105th,6,2,.33333334,4,0
UF19-0988,3030,Male,Hispanic,26,4,118th,6,16,.33333334,4,0
UF19-0988,3058,Male,Black,30,3,119th,6,2,.33333334,3,0
UF19-0988,3122,Male,Hispanic,30,2,121st,6,6,.33333334,4,0
UF19-0988,3127,Female,Hispanic,35,2,121st,6,4,.33333334,4,1
UF19-0988,2147,Male,Hispanic,45,19,99th,6,6,.33333334,4,0
UF19-0989,3104,Male,White,25,2,120th,2,8,0,5,0
UF19-0989,3222,Female,Hispanic,26,1,122nd,2,3,0,4,1
UF19-0991,3298,Male,Hispanic,30,1,123rd,2,2,0,4,0
UF19-0991,2147,Male,Hispanic,45,19,99th,2,6,0,4,0
UF19-0992,3076,Male,Hispanic,31,3,119th,4,8,.5,4,0
UF19-0992,3189,Male,Hispanic,25,1,122nd,4,2,.5,4,0
UF19-0992,3200,Male,White,27,1,122nd,4,11,.5,5,0
UF19-0992,3246,Male,Hispanic,23,1,123rd,4,6,.5,4,0
UF20-0133,3041,Male,Hispanic,26,4,119th,2,9,0,4,0
UF20-0133,3263,Female,Hispanic,22,1,123rd,2,3,0,4,1
